time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-01-29T01:53:57.930Z,40.2511667,-124.2301667,23.44,2.71,md,24,136,0.02523,0.12,nc,nc72388201,2017-02-07T03:25:17.750Z,"29km SSW of Rio Dell, California",earthquake,0.56,0.38,0.119,62,reviewed,nc,nc
2015-01-29T08:06:53.670Z,40.2721667,-124.3608333,21.011,2.74,md,20,231,0.07387,0.07,nc,nc72388361,2017-02-07T03:27:52.830Z,"33km SW of Rio Dell, California",earthquake,0.62,0.24,0.164,61,reviewed,nc,nc
2015-01-29T11:03:19.351Z,41.8797,-119.6241,9.4,4.2,ml,6,100.08,0.147,0.0976,nn,nn00479760,2018-06-29T23:45:14.605Z,"68km ESE of Lakeview, Oregon",earthquake,,4.7,0.46,6,reviewed,nn,nn
2015-01-29T17:37:05.580Z,47.7081667,-122.142,7.908,2.66,ml,47,45,0.0351,0.59,uw,uw60951447,2016-07-22T19:43:58.700Z,"3km SE of Kingsgate, Washington",earthquake,0.63,31.61,0.149,156,reviewed,uw,uw
2015-01-29T17:39:33.607Z,41.8948,-119.6309,9.4,3.6,ml,7,121.58,0.135,0.1738,nn,nn00479814,2018-06-29T23:45:17.204Z,"67km ESE of Lakeview, Oregon",earthquake,,3.6,0.45,6,reviewed,nn,nn
2015-01-29T19:13:55.180Z,40.3113333,-124.5891667,17.699,4.25,mw,46,232,0.2306,0.16,nc,nc72388626,2017-03-17T23:31:38.459Z,"40km SW of Ferndale, California",earthquake,0.49,0.27,,11,reviewed,nc,nc
2015-01-29T19:47:43.800Z,40.3173333,-124.588,19.293,2.95,md,41,230,0.2486,0.12,nc,nc72388636,2017-02-07T03:31:59.680Z,"39km SW of Ferndale, California",earthquake,0.45,0.31,0.171,67,reviewed,nc,nc
2015-01-30T00:04:41.280Z,38.4303333,-122.237,8.057,2.96,md,123,62,0.0955,0.21,nc,nc72388726,2017-02-07T03:33:23.110Z,"11km ENE of Yountville, California",earthquake,0.14,0.49,0.193,116,reviewed,nc,nc
2015-01-30T05:26:26.273Z,41.9069,-119.6273,9.6,2.8,ml,6,121.15,0.132,0.1164,nn,nn00479980,2018-06-29T23:45:27.168Z,"67km ESE of Lakeview, Oregon",earthquake,,3.4,0.34,6,reviewed,nn,nn
2015-01-30T16:55:10.750Z,40.3611667,-124.3098333,26.821,2.61,md,22,188,0.04414,0.09,nc,nc72389141,2017-02-07T03:38:11.280Z,"23km SW of Rio Dell, California",earthquake,0.5,0.55,0.175,52,reviewed,nc,nc
2015-01-30T17:26:26.786Z,41.8802,-119.6171,9.3,3.2,ml,5,220.36,0.151,0.0299,nn,nn00480030,2018-06-29T23:45:28.424Z,"69km ESE of Lakeview, Oregon",earthquake,,4.1,0.5,5,reviewed,nn,nn
2015-01-30T19:02:10.167Z,41.8825,-119.625,9.3,2.5,ml,6,123.91,0.145,0.2088,nn,nn00480054,2018-06-29T23:45:28.809Z,"68km ESE of Lakeview, Oregon",earthquake,,3.4,0.33,6,reviewed,nn,nn
2015-01-30T21:09:14.160Z,36.9021667,-121.2996667,5.811,2.8,mh,15,90,0.01892,0.04,nc,nc72389266,2017-02-07T03:39:44.505Z,"10km ENE of Hollister, California",earthquake,0.29,0.48,,0,reviewed,nc,nc
2015-01-30T22:02:41.730Z,38.4365,-119.2723333,9.38,3.06,md,64,89,0.1468,0.09,nc,nc72389301,2018-06-29T23:45:29.481Z,"20km N of Bridgeport, California",earthquake,0.16,0.44,0.188,78,reviewed,nc,nc
2015-01-31T01:19:06.880Z,40.2901667,-124.4201667,20.131,2.94,md,21,246,0.109,0.1,nc,nc72389381,2017-02-07T03:42:01.108Z,"34km SSW of Ferndale, California",earthquake,0.52,0.23,0.164,69,reviewed,nc,nc
2015-01-31T01:23:36.260Z,37.7525,-122.5533333,7.968,2.64,md,89,96,0.07568,0.04,nc,nc72389391,2017-02-07T03:42:16.390Z,"9km WNW of Daly City, California",earthquake,0.12,0.26,0.145,98,reviewed,nc,nc
2015-01-31T06:24:59.658Z,41.8634,-119.6348,7.3,2.5,ml,4,130.49,0.15,0.1873,nn,nn00480213,2018-06-29T23:45:33.946Z,"69km ESE of Lakeview, Oregon",earthquake,,5.7,0.38,4,reviewed,nn,nn
2015-01-31T13:42:48.528Z,41.8902,-119.6375,9.4,3.2,ml,5,121.48,0.133,0.1665,nn,nn00480230,2018-06-29T23:45:34.933Z,"67km ESE of Lakeview, Oregon",earthquake,,4.3,0.51,5,reviewed,nn,nn
2015-01-31T15:43:51.401Z,41.8987,-119.621,8.2,3.3,ml,5,121.85,0.14,0.1424,nn,nn00480237,2018-06-29T23:45:34.347Z,"68km ESE of Lakeview, Oregon",earthquake,,4.6,0.35,5,reviewed,nn,nn
2015-01-31T15:44:35.144Z,41.8925,-119.6272,8.7,3.4,ml,5,218.11,0.138,0.1537,nn,nn00480245,2018-06-29T23:45:34.457Z,"67km ESE of Lakeview, Oregon",earthquake,,4.4,0.27,4,reviewed,nn,nn
2015-02-01T02:17:34.730Z,38.357,-122.3925,7.195,2.73,md,109,51,0.05315,0.13,nc,nc72389786,2017-02-07T03:48:11.750Z,"5km SSW of Yountville, California",earthquake,0.11,0.27,0.178,118,reviewed,nc,nc
2015-02-01T11:58:06.370Z,40.2923333,-124.5478333,20.711,2.51,md,23,252,0.2036,0.17,nc,nc72389991,2017-02-07T03:51:46.078Z,"39km SW of Ferndale, California",earthquake,0.62,0.27,0.155,22,reviewed,nc,nc
2015-02-01T13:04:51.430Z,40.2756667,-124.3831667,21.203,2.89,md,19,236,0.08829,0.08,nc,nc72390016,2017-02-07T03:52:09.367Z,"34km SW of Rio Dell, California",earthquake,0.69,0.2,0.173,82,reviewed,nc,nc
2015-02-02T03:01:13.140Z,40.309,-124.5693333,18.123,2.98,md,43,231,0.218,0.14,nc,nc72390306,2017-02-07T03:56:28.140Z,"39km SW of Ferndale, California",earthquake,0.61,0.28,0.156,78,reviewed,nc,nc
2015-02-02T03:19:21.950Z,38.8291667,-122.7993333,1.948,2.78,md,77,34,0.00991,0.04,nc,nc72390316,2017-02-07T03:56:44.380Z,"6km W of Cobb, California",earthquake,0.09,0.14,0.208,71,reviewed,nc,nc
2015-02-02T21:16:40.627Z,41.8584,-119.6821,2.7,2.5,ml,5,120.88,0.129,0.0957,nn,nn00484607,2018-07-12T14:25:30.615Z,"65km SE of Lakeview, Oregon",earthquake,,7.9,0.34,5,reviewed,nn,nn
2015-02-03T02:42:38.090Z,38.7855,-122.7476667,3.853,2.64,md,84,39,0.009009,0.06,nc,nc72390901,2017-02-07T04:06:15.370Z,"1km NE of The Geysers, California",earthquake,0.09,0.17,0.241,73,reviewed,nc,nc
2015-02-03T06:34:11.210Z,39.2596667,-123.1368333,-0.573,2.7,md,76,46,0.1387,0.16,nc,nc72390986,2017-02-07T04:07:43.750Z,"5km E of Redwood Valley, California",earthquake,0.17,0.64,0.229,58,reviewed,nc,nc
2015-02-03T22:42:54.760Z,40.0376667,-122.0681667,67.787,2.8,md,48,27,0.1766,0.25,nc,nc72391346,2017-02-07T04:14:14.440Z,"3km ENE of Los Molinos, California",earthquake,0.53,1.27,0.195,49,reviewed,nc,nc
2015-02-04T19:17:18.960Z,39.1778333,-123.1798333,6.577,2.62,md,32,40,0.0982,0.06,nc,nc72391866,2017-02-07T04:21:58.500Z,"3km NE of Ukiah, California",earthquake,0.15,0.68,0.192,35,reviewed,nc,nc
2015-02-05T13:58:38.109Z,41.8732,-119.6636,7.1,2.5,ml,6,121.07,0.127,0.1359,nn,nn00481082,2018-06-29T23:45:58.491Z,"66km ESE of Lakeview, Oregon",earthquake,,3.9,0.36,6,reviewed,nn,nn
2015-02-06T02:16:48.013Z,41.8607,-119.6525,2.9,2.5,ml,5,129.67,0.142,0.1737,nn,nn00481165,2018-06-29T23:46:00.587Z,"68km ESE of Lakeview, Oregon",earthquake,,6.5,0.34,5,reviewed,nn,nn
2015-02-06T11:44:24.540Z,37.4548333,-122.2563333,5.216,2.9,ml,100,42,0.004505,0.1,nc,nc72392646,2017-02-07T04:34:23.040Z,"1km SE of Emerald Lake Hills, California",earthquake,0.1,0.11,0.162,50,reviewed,nc,nc
2015-02-06T18:13:31.560Z,37.5033333,-119.3686667,9.164,2.61,md,48,54,0.1973,0.19,nc,nc72392776,2017-02-07T04:36:31.250Z,"31km NE of Oakhurst, California",earthquake,0.32,1.04,0.235,41,reviewed,nc,nc
2015-02-08T02:26:58.704Z,41.8709,-119.6457,7.5,3.1,ml,6,122,0.139,0.1459,nn,nn00481469,2018-06-29T23:46:05.867Z,"67km ESE of Lakeview, Oregon",earthquake,,4,0.41,6,reviewed,nn,nn
2015-02-08T17:57:28.010Z,40.4995,-124.2665,25.199,2.5,md,16,189,0.1383,0.06,nc,nc72393471,2017-05-10T22:56:10.990Z,"8km S of Ferndale, California",earthquake,0.55,0.86,0.193,16,reviewed,nc,nc
2015-02-09T02:29:45.770Z,37.6695,-122.0773333,4.723,2.51,md,79,36,0.02793,0.12,nc,nc72393586,2017-02-07T04:58:25.500Z,"0km ENE of Hayward, California",earthquake,0.11,0.2,0.163,85,reviewed,nc,nc
2015-02-09T11:38:03.083Z,41.8826,-119.6264,9.9,2.5,ml,5,129.95,0.144,0.1612,nn,nn00481748,2018-06-29T23:46:12.103Z,"68km ESE of Lakeview, Oregon",earthquake,,3.9,0.35,4,reviewed,nn,nn
2015-02-09T15:43:25.640Z,38.8283333,-122.8503333,2.276,2.98,ml,59,36,0.005405,0.06,nc,nc72393891,2017-02-07T05:04:44.100Z,"9km NW of The Geysers, California",earthquake,0.11,0.18,0.145,36,reviewed,nc,nc
2015-02-10T09:15:05.190Z,40.464,-124.739,14.139,2.55,md,54,240,0.3751,0.22,nc,nc72391395,2017-05-10T22:59:14.388Z,"42km WSW of Ferndale, California",earthquake,0.8,0.5,0.257,41,reviewed,nc,nc
2015-02-10T18:10:16.630Z,40.4568333,-124.7191667,13.459,2.57,md,54,243,0.3584,0.21,nc,nc72391590,2017-05-10T23:04:15.209Z,"40km WSW of Ferndale, California",earthquake,0.7,0.32,0.161,41,reviewed,nc,nc
2015-02-11T06:19:35.027Z,41.902,-119.6305,9.2,2.8,ml,5,128.74,0.132,0.147,nn,nn00481976,2018-06-29T23:46:16.098Z,"67km ESE of Lakeview, Oregon",earthquake,,5.4,0.53,5,reviewed,nn,nn
2015-02-11T07:29:23.941Z,41.892,-119.6221,7.8,2.9,ml,5,122.13,0.142,0.1425,nn,nn00482016,2018-06-29T23:46:16.695Z,"68km ESE of Lakeview, Oregon",earthquake,,4.3,0.34,5,reviewed,nn,nn
2015-02-11T07:49:21.820Z,38.796,-122.7986667,2.708,2.93,md,84,22,0.008108,0.06,nc,nc72391910,2017-02-07T05:25:58.010Z,"4km WNW of The Geysers, California",earthquake,0.08,0.16,0.193,110,reviewed,nc,nc
2015-02-12T14:09:08.630Z,41.3941,-126.9719,11.04,2.8,ml,,263,2.501,1.46,us,usb000tqa7,2015-05-11T23:20:09.040Z,"234km W of Crescent City, California",earthquake,10,10.1,0.091,16,reviewed,us,us
2015-02-12T14:56:11.030Z,43.1518,-126.7732,10,3,ml,,248,1.81,0.9,us,usb000tnld,2015-05-11T23:20:09.040Z,"191km WNW of Port Orford, Oregon",earthquake,9.1,2,0.064,34,reviewed,us,us
2015-02-12T21:02:11.482Z,41.8789,-119.6331,9.7,2.6,ml,5,122.22,0.142,0.1158,nn,nn00482330,2018-06-29T23:46:26.426Z,"68km ESE of Lakeview, Oregon",earthquake,,3.4,0.4,5,reviewed,nn,nn
2015-02-13T19:02:42.800Z,48.0313333,-122.5868333,59.28,2.55,ml,32,36,0.1195,0.29,uw,uw60968206,2016-07-22T19:46:00.720Z,"5km WNW of Freeland, Washington",earthquake,0.61,1.1,0.176,109,reviewed,uw,uw
2015-02-14T17:25:38.861Z,41.8842,-119.6443,10.9,2.9,ml,5,121.45,0.132,0.1303,nn,nn00482769,2018-06-29T23:46:39.863Z,"67km ESE of Lakeview, Oregon",earthquake,,3.4,0.44,5,reviewed,nn,nn
2015-02-15T04:12:22.530Z,49.7296,-123.5896,3.41,3.4,ml,,,,0.87,us,usb000tpg8,2016-07-22T19:46:07.930Z,"32km NNE of Sechelt, Canada",earthquake,5.5,5.2,,,reviewed,pgc,pgc
2015-02-16T06:27:26.857Z,41.855,-119.6445,8,3.6,ml,9,124.18,0.15,0.1284,nn,nn00483074,2018-06-29T23:47:25.770Z,"68km ESE of Lakeview, Oregon",earthquake,,4.7,0.22,9,reviewed,nn,nn
2015-02-16T06:31:27.342Z,41.86,-119.6579,7.8,2.5,ml,6,121.93,0.139,0.1131,nn,nn00483068,2018-06-29T23:47:23.571Z,"67km ESE of Lakeview, Oregon",earthquake,,3.5,0.28,6,reviewed,nn,nn
2015-02-16T11:17:27.800Z,40.684,-124.6511667,11.064,2.59,md,67,244,0.3171,0.19,nc,nc72395330,2017-02-07T06:13:16.312Z,"34km WNW of Ferndale, California",earthquake,1.22,0.71,0.208,55,reviewed,nc,nc
2015-02-17T12:40:37.716Z,41.8505,-119.6404,9.6,2.8,ml,6,123.19,0.155,0.1828,nn,nn00483271,2018-06-29T23:47:37.473Z,"69km ESE of Lakeview, Oregon",earthquake,,4.2,0.45,6,reviewed,nn,nn
2015-02-18T09:04:11.550Z,47.2491667,-120.7526667,3.559,4.2,ml,40,38,0.05904,0.3,uw,uw60971201,2017-04-04T16:24:27.617Z,"15km ENE of Cle Elum, Washington",earthquake,0.37,0.79,0.153,219,reviewed,uw,uw
2015-02-19T05:19:39.550Z,49.1961,-128.707,10,3.8,mwr,,180,3.016,0.73,us,usc000tre0,2015-05-12T20:29:32.040Z,"191km SSW of Port Hardy, Canada",earthquake,4.2,2,,,reviewed,us,pgc
2015-02-20T04:02:49.463Z,41.8463,-119.6464,7.7,2.7,ml,5,123.09,0.155,0.0785,nn,nn00483695,2018-06-29T23:47:59.878Z,"67km ESE of Lakeview, Oregon",earthquake,,4.8,0.32,5,reviewed,nn,nn
2015-02-20T09:10:43.457Z,41.8568,-119.6523,8.2,2.5,ml,5,123.7,0.145,0.2049,nn,nn00483716,2018-06-29T23:47:53.132Z,"68km ESE of Lakeview, Oregon",earthquake,,4.6,0.38,5,reviewed,nn,nn
2015-02-20T11:16:19.330Z,38.8128333,-122.8205,2.729,2.64,md,75,21,0.008108,0.05,nc,nc72397995,2017-02-07T06:54:14.550Z,"6km NW of The Geysers, California",earthquake,0.1,0.17,0.202,77,reviewed,nc,nc
2015-02-20T11:35:22.324Z,41.8445,-119.6434,9.4,2.7,ml,6,122.38,0.158,0.1699,nn,nn00483721,2018-06-29T23:47:53.015Z,"69km ESE of Lakeview, Oregon",earthquake,,4.3,0.39,6,reviewed,nn,nn
2015-02-20T14:28:18.160Z,38.8065,-122.8115,2.623,2.67,md,71,24,0.01261,0.04,nc,nc72398140,2017-02-07T06:56:36.500Z,"5km NW of The Geysers, California",earthquake,0.1,0.17,0.186,61,reviewed,nc,nc
2015-02-20T19:11:31.810Z,41.8563,-119.6431,8.5,2.8,ml,7,124.2,0.15,0.133,nn,nn00483757,2018-06-29T23:47:54.314Z,"68km ESE of Lakeview, Oregon",earthquake,,4.8,0.22,7,reviewed,nn,nn
2015-02-20T23:43:39.504Z,41.9102,-119.5738,5.7,3,ml,5,125.21,0.168,0.1018,nn,nn00483819,2018-06-29T23:47:54.697Z,"71km ESE of Lakeview, Oregon",earthquake,,8.7,0.34,5,reviewed,nn,nn
2015-02-21T03:49:34.889Z,41.8609,-119.6461,6.9,3.1,ml,5,122.45,0.145,0.1752,nn,nn00483856,2018-06-29T23:48:00.841Z,"68km ESE of Lakeview, Oregon",earthquake,,13.1,0.52,5,reviewed,nn,nn
2015-02-21T05:16:42.876Z,41.8661,-119.6364,8.1,2.9,ml,5,122.67,0.147,0.1586,nn,nn00483878,2018-06-29T23:48:03.479Z,"68km ESE of Lakeview, Oregon",earthquake,,4.7,0.48,5,reviewed,nn,nn
2015-02-21T14:21:49.556Z,41.8779,-119.6499,7.3,3.3,ml,5,121.48,0.132,0.1179,nn,nn00483906,2018-06-29T23:48:01.527Z,"67km ESE of Lakeview, Oregon",earthquake,,4.7,0.27,5,reviewed,nn,nn
2015-02-21T16:11:03.879Z,41.8612,-119.6527,10,2.9,ml,5,122.13,0.141,0.1653,nn,nn00483921,2018-06-29T23:48:02.355Z,"67km ESE of Lakeview, Oregon",earthquake,,4.1,0.33,5,reviewed,nn,nn
2015-02-22T13:01:27.743Z,41.9462,-119.5759,9.8,3.2,ml,6,121.59,0.16,0.1879,nn,nn00484076,2018-06-29T23:48:10.247Z,"71km ESE of Lakeview, Oregon",earthquake,,4.5,0.26,6,reviewed,nn,nn
2015-02-23T03:34:13.533Z,41.8959,-119.5571,0.9,3.1,ml,5,126.84,0.185,0.1344,nn,nn00484193,2018-06-29T23:48:13.060Z,"72km ESE of Lakeview, Oregon",earthquake,,3.1,0.31,5,reviewed,nn,nn
2015-02-23T09:09:43.595Z,41.8576,-119.6395,6,2.7,ml,5,121.95,0.151,0.1621,nn,nn00484242,2018-06-29T23:48:13.887Z,"69km ESE of Lakeview, Oregon",earthquake,,7.3,0.31,5,reviewed,nn,nn
2015-02-23T11:47:11.110Z,50.7018,-129.8916,10,4,mb,,201,1.855,0.65,us,usc000tsg1,2015-05-12T20:29:41.040Z,"174km W of Port Hardy, Canada",earthquake,11,2,0.156,11,reviewed,us,us
2015-02-23T12:03:18.000Z,50.436,-130.143,10,3.3,mwr,,,,0.68,us,usc000tshu,2015-05-12T20:29:41.040Z,"195km W of Port Hardy, Canada",earthquake,6.7,2,,,reviewed,pgc,pgc
2015-02-23T18:21:20.110Z,49.689,-123.5871667,8.573,2.58,ml,16,143,0.2135,0.25,uw,uw60974116,2016-07-22T19:46:30.310Z,"British Columbia, Canada",earthquake,0.59,2.44,0.136,20,reviewed,uw,uw
2015-02-23T23:39:02.745Z,41.8927,-119.6429,12,2.5,ml,4,128.57,0.128,0.0842,nn,nn00484355,2018-06-29T23:48:14.318Z,"66km ESE of Lakeview, Oregon",earthquake,,3,0.32,4,reviewed,nn,nn
2015-02-24T23:28:02.050Z,40.8431667,-124.83,21.27,3.04,ml,78,220,0.5252,0.12,nc,nc72401005,2017-02-07T07:41:50.460Z,"55km WNW of Humboldt Hill, California",earthquake,0.64,2.82,0.193,20,reviewed,nc,nc
2015-02-25T10:05:11.069Z,41.9097,-119.5667,4.9,2.8,ml,5,217.06,0.174,0.1761,nn,nn00484553,2018-06-29T23:48:19.437Z,"71km ESE of Lakeview, Oregon",earthquake,,13.7,0.29,5,reviewed,nn,nn
2015-02-25T12:12:46.000Z,41.0376667,-125.1425,23.82,2.64,md,30,268,0.8532,0.11,nc,nc72401465,2017-02-07T07:49:05.131Z,"85km WNW of Bayview, California",earthquake,1.22,7.49,0.152,20,reviewed,nc,nc
2015-02-25T12:50:49.434Z,41.8687,-119.6441,6.6,2.8,ml,5,122.18,0.141,0.2394,nn,nn00484547,2018-06-29T23:48:19.335Z,"68km ESE of Lakeview, Oregon",earthquake,,6.9,0.28,5,reviewed,nn,nn
2015-02-25T17:07:33.990Z,40.2633333,-121.7565,7.625,2.76,md,28,47,0.04685,0.07,nc,nc72401560,2017-02-07T07:51:04.590Z,"27km SSE of Shingletown, California",earthquake,0.18,0.46,0.136,67,reviewed,nc,nc
2015-02-26T00:23:38.620Z,40.5335,-125.6893333,9.752,3.02,ml,36,261,1.032,0.29,nc,nc72401740,2017-02-07T07:53:38.144Z,"120km W of Ferndale, California",earthquake,4.8,5.22,0.118,16,reviewed,nc,nc
2015-02-26T16:13:31.700Z,41.792,-126.7413,13.4,4,mb,,236,1.921,1.77,us,usc000ttcu,2015-05-19T00:28:44.040Z,"203km WSW of Gold Beach, Oregon",earthquake,10.2,8.8,0.196,8,reviewed,us,us
2015-02-26T17:45:28.810Z,41.6995,-126.8291,10.64,2.5,ml,,224,2.008,0.23,us,usc000tuls,2015-05-19T00:28:44.040Z,"214km W of Brookings, Oregon",earthquake,12.2,5.1,0.085,18,reviewed,us,us
2015-02-26T18:04:54.576Z,41.9111,-119.5732,11.2,2.9,ml,6,123.54,0.169,0.1557,nn,nn00484715,2018-06-29T23:48:24.914Z,"71km ESE of Lakeview, Oregon",earthquake,,3.5,0.36,6,reviewed,nn,nn
2015-02-26T19:17:48.408Z,41.9131,-119.5679,7.5,3.5,ml,5,125.38,0.172,0.1661,nn,nn00484723,2018-06-29T23:48:25.282Z,"71km ESE of Lakeview, Oregon",earthquake,,7.3,0.32,5,reviewed,nn,nn
2015-02-27T00:13:04.044Z,41.8563,-119.6455,8.9,3.3,ml,5,223.64,0.149,0.1394,nn,nn00484766,2018-06-29T23:48:26.075Z,"68km ESE of Lakeview, Oregon",earthquake,,4.7,0.34,5,reviewed,nn,nn
2015-03-01T01:47:03.350Z,39.1471667,-123.5098333,4.773,2.58,md,42,104,0.03604,0.11,nc,nc72403460,2017-02-07T08:23:32.670Z,"19km NW of Boonville, California",earthquake,0.17,0.32,0.294,44,reviewed,nc,nc
2015-03-01T04:56:54.799Z,41.8779,-119.6259,9.2,2.7,ml,5,122.62,0.147,0.1704,nn,nn00485104,2018-06-29T23:48:33.034Z,"68km ESE of Lakeview, Oregon",earthquake,,4.2,0.4,5,reviewed,nn,nn
2015-03-02T03:16:26.220Z,43.3652,-126.6048,10,3,ml,,215,1.733,0.82,us,usc000tuaj,2015-05-19T00:29:32.040Z,"180km W of Bandon, Oregon",earthquake,8.1,2,0.065,33,reviewed,us,us
2015-03-03T00:25:22.680Z,40.3023333,-125.6095,4.406,2.63,md,15,332,1.013,0.19,nc,nc72404480,2017-02-07T08:40:13.415Z,"118km WSW of Ferndale, California",earthquake,10.95,9.11,0.215,20,reviewed,nc,nc
2015-03-03T03:18:08.800Z,38.8201667,-122.8405,2.131,2.99,md,82,25,0.005405,0.06,nc,nc72404540,2017-02-07T08:41:12.560Z,"8km WNW of The Geysers, California",earthquake,0.09,0.14,0.204,89,reviewed,nc,nc
2015-03-03T07:57:56.224Z,41.8453,-119.6403,3.3,3.4,ml,5,122.48,0.159,0.1674,nn,nn00485469,2018-06-29T23:48:43.837Z,"69km ESE of Lakeview, Oregon",earthquake,,6.9,0.34,5,reviewed,nn,nn
2015-03-03T07:58:31.821Z,41.8597,-119.6664,6.7,3.1,ml,5,222.66,0.135,0.0842,nn,nn00485470,2018-06-29T23:48:43.569Z,"67km ESE of Lakeview, Oregon",earthquake,,5.4,,,reviewed,nn,nn
2015-03-03T08:01:57.659Z,41.8704,-119.6612,9.1,3.2,ml,5,121.31,0.13,0.1842,nn,nn00485468,2018-06-29T23:48:43.948Z,"66km ESE of Lakeview, Oregon",earthquake,,4.7,0.31,5,reviewed,nn,nn
2015-03-03T12:10:40.160Z,40.3218333,-123.4673333,21.946,2.9,mh,23,56,0.1766,0.08,nc,nc72404695,2017-02-07T08:43:38.278Z,"35km SW of Hayfork, California",earthquake,0.27,0.71,,0,reviewed,nc,nc
2015-03-03T20:35:27.633Z,41.8501,-119.6421,7.4,3.4,ml,5,124.53,0.155,0.2078,nn,nn00485580,2018-06-29T23:48:46.066Z,"69km ESE of Lakeview, Oregon",earthquake,,5.2,0.23,5,reviewed,nn,nn
2015-03-04T08:35:07.120Z,50.2697,-129.92,8.65,5.1,mwr,,152,2.228,1.13,us,usc000tuv5,2015-05-19T00:30:00.040Z,"183km WSW of Port Hardy, Canada",earthquake,8.3,4.4,,,reviewed,us,pgc
2015-03-04T09:42:28.900Z,36.9556667,-120.2691667,8.801,2.63,md,80,47,0.3405,0.19,nc,nc72405190,2017-02-07T08:51:08.710Z,"15km SSW of Fairmead, California",earthquake,0.21,0.53,0.139,83,reviewed,nc,nc
2015-03-04T13:51:38.380Z,40.6706,-127.0117,11.67,3,md,,260,2.27,0.84,us,usc000tuxi,2017-02-07T08:52:54.581Z,"232km W of Ferndale, California",earthquake,9.3,9.8,0.113,13,reviewed,us,nc
2015-03-05T16:56:10.260Z,40.4183333,-125.3066667,22.735,2.78,md,27,277,0.7414,0.26,nc,nc72405835,2017-02-07T09:01:48.620Z,"90km W of Ferndale, California",earthquake,4.88,16.45,0.24,35,reviewed,nc,nc
2015-03-06T12:06:56.010Z,41.882,-119.6232,8.9,2.5,ml,5,219.92,0.146,0.1728,nn,nn00485993,2018-06-29T23:48:56.159Z,"68km ESE of Lakeview, Oregon",earthquake,,6,0.32,5,reviewed,nn,nn
2015-03-06T16:56:38.860Z,50.538,-130.4747,10,4.4,mwr,,157,2.216,1.06,us,us200026hw,2015-05-28T00:48:35.040Z,"216km W of Port Hardy, Canada",earthquake,9.2,2,,,reviewed,us,pgc
2015-03-07T16:37:10.320Z,40.3828333,-125.2288333,9.523,2.59,md,25,309,0.7234,0.17,nc,nc72406990,2017-02-07T09:21:18.268Z,"84km WSW of Ferndale, California",earthquake,8.63,9.19,0.197,21,reviewed,nc,nc
2015-03-08T12:37:31.350Z,40.5181667,-125.0108333,0.821,2.67,md,43,289,0.5883,0.24,nc,nc72407440,2017-02-07T09:28:50.208Z,"63km W of Ferndale, California",earthquake,1.53,0.81,0.186,38,reviewed,nc,nc
2015-03-08T13:22:34.799Z,41.8556,-119.6505,6.9,3,ml,5,122.48,0.146,0.1444,nn,nn00486252,2018-06-29T23:49:04.841Z,"68km ESE of Lakeview, Oregon",earthquake,,5.5,0.29,5,reviewed,nn,nn
2015-03-08T20:42:15.680Z,49.0507,-128.8594,27.56,4.9,mwr,,152,3.173,1.1,us,usc000twl9,2015-05-28T00:48:38.040Z,"210km SSW of Port Hardy, Canada",earthquake,7.6,5.8,,,reviewed,us,pgc
2015-03-09T03:56:52.981Z,41.8925,-119.6384,3.8,2.5,ml,5,217.81,0.131,0.1494,nn,nn00486343,2018-06-29T23:49:09.263Z,"67km ESE of Lakeview, Oregon",earthquake,,5.7,0.32,5,reviewed,nn,nn
2015-03-09T16:14:33.380Z,38.8815,-122.5333333,4.516,2.64,md,79,47,0.07027,0.17,nc,nc72408045,2017-02-07T09:37:29.550Z,"7km ESE of Lower Lake, California",earthquake,0.21,0.73,0.258,66,reviewed,nc,nc
2015-03-10T00:40:09.320Z,38.8161667,-122.81,3.119,3.43,mw,84,21,0.007207,0.05,nc,nc72408335,2017-02-07T09:42:16.700Z,"6km NW of The Geysers, California",earthquake,0.09,0.14,,3,reviewed,nc,nc
2015-03-10T07:06:34.830Z,40.3293333,-124.6571667,13.631,3.79,mw,53,233,0.2847,0.13,nc,nc72408590,2019-02-03T22:25:47.777Z,"43km SW of Ferndale, California",earthquake,0.39,0.34,,4,reviewed,nc,nc
2015-03-10T16:36:01.820Z,38.2015,-122.3161667,9.819,2.56,md,98,76,0.03604,0.11,nc,nc72408835,2017-02-07T09:50:24.210Z,"5km WNW of American Canyon, California",earthquake,0.11,0.21,0.165,116,reviewed,nc,nc
2015-03-10T17:07:23.640Z,37.7466667,-122.1441667,4.677,3.04,mw,102,18,0.03784,0.11,nc,nc72408845,2018-05-15T02:57:45.129Z,"2km NNE of San Leandro, California",earthquake,0.09,0.19,,5,reviewed,nc,nc
2015-03-10T21:04:43.850Z,39.8496666,-120.828331,2.62,2.69,md,5,146,0.1315,0.03,nc,nc72408940,2015-03-18T18:56:06.643Z,"11km SSE of East Quincy, California",earthquake,0.76,7.7,0.72,11,reviewed,nc,nc
2015-03-11T00:36:21.435Z,41.8735,-119.6361,11.6,2.5,ml,5,122.34,0.143,0.1426,nn,nn00486604,2018-06-29T23:49:14.136Z,"68km ESE of Lakeview, Oregon",earthquake,,3.2,0.47,5,reviewed,nn,nn
