time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-03-11T14:29:41.560Z,40.7803333,-123.6023333,26.584,2.8,mh,32,72,0.1369,0.08,nc,nc72409470,2017-02-07T09:59:49.160Z,"17km S of Willow Creek, California",earthquake,0.22,0.97,,0,reviewed,nc,nc
2015-03-11T16:32:46.220Z,40.4415,-125.3466667,22.891,2.92,ml,28,272,0.8198,0.26,nc,nc72409530,2017-02-07T10:00:46.164Z,"92km W of Ferndale, California",earthquake,4.94,16.6,0.247,14,reviewed,nc,nc
2015-03-13T08:00:45.068Z,41.8571,-119.6435,7.3,2.7,ml,5,122.74,0.149,0.117,nn,nn00486912,2018-06-29T23:49:19.247Z,"68km ESE of Lakeview, Oregon",earthquake,,5.1,0.56,5,reviewed,nn,nn
2015-03-13T23:42:13.200Z,43.7637,-128.1371,10,4.1,mb,,196,2.914,0.94,us,us10001m9l,2015-06-04T00:46:19.040Z,Off the coast of Oregon,earthquake,10.3,2,0.213,6,reviewed,us,us
2015-03-14T03:39:20.330Z,38.9338333,-123.6206667,2.843,2.61,md,21,227,0.1234,0.1,nc,nc72410770,2017-02-07T10:20:26.730Z,"6km ENE of Point Arena, California",earthquake,0.62,1.11,0.203,36,reviewed,nc,nc
2015-03-14T14:40:57.100Z,37.0521667,-121.4855,6.273,2.51,md,83,35,0.05225,0.06,nc,nc72411140,2017-02-07T10:23:30.530Z,"8km NE of Gilroy, California",earthquake,0.11,0.38,0.171,107,reviewed,nc,nc
2015-03-15T04:20:05.870Z,40.5776667,-124.8376667,10.109,2.75,md,64,250,0.4937,0.22,nc,nc72411520,2017-02-07T10:29:51.451Z,"48km W of Ferndale, California",earthquake,0.54,0.89,0.116,48,reviewed,nc,nc
2015-03-15T20:45:06.220Z,44.8025,-126.6133333,4.852,2.59,md,6,263,2.12,1.79,uw,uw60984876,2016-07-22T19:47:28.400Z,off the coast of Oregon,earthquake,73.81,31.61,0.162,2,reviewed,uw,uw
2015-03-16T07:19:20.820Z,40.315,-124.5883333,19.959,2.52,md,31,240,0.2324,0.15,nc,nc72412135,2017-02-07T10:38:24.069Z,"39km SW of Ferndale, California",earthquake,0.86,0.35,0.158,30,reviewed,nc,nc
2015-03-16T15:28:16.490Z,43.031,-126.6876667,4.181,2.54,md,16,323,2.247,0.76,uw,uw60985001,2016-07-22T19:47:29.430Z,off the coast of Oregon,earthquake,7.16,31.61,0.059,4,reviewed,uw,uw
2015-03-16T18:05:38.480Z,49.3037,-129.5842,10,3.8,mwr,,154,3.032,1.31,us,us10001mte,2015-06-04T00:46:23.040Z,"219km SW of Port Hardy, Canada",earthquake,9.1,2,,,reviewed,us,pgc
2015-03-17T05:36:47.730Z,40.1705,-121.0621667,5.102,3.79,mw,28,71,0.05586,0.14,nc,nc72412550,2017-03-17T23:32:29.080Z,"10km WNW of Greenville, California",earthquake,0.34,0.58,,8,reviewed,nc,nc
2015-03-17T08:45:48.810Z,40.392,-125.2906667,7.621,2.74,md,17,302,0.7315,0.18,nc,nc72412660,2017-02-07T10:47:54.875Z,"89km WSW of Ferndale, California",earthquake,9.3,8.53,0.141,46,reviewed,nc,nc
2015-03-17T14:00:35.570Z,41.8449,-126.1981,10.45,3.1,md,,283,1.514,0.43,us,us10001q2p,2017-02-07T10:49:57.626Z,"159km WSW of Gold Beach, Oregon",earthquake,7.4,10.6,0.089,12,reviewed,us,nc
2015-03-19T02:10:59.680Z,40.4466667,-124.6541667,18.069,2.93,md,54,234,0.2432,0.13,nc,nc72413660,2017-02-07T11:02:42.960Z,"36km WSW of Ferndale, California",earthquake,0.6,0.38,0.152,63,reviewed,nc,nc
2015-03-21T15:35:20.430Z,40.3316667,-124.8046667,27.003,2.6,md,24,271,0.3847,0.14,nc,nc72415140,2017-02-07T11:23:17.282Z,"53km WSW of Ferndale, California",earthquake,0.9,3.49,0.204,24,reviewed,nc,nc
2015-03-21T19:26:38.810Z,38.305,-119.2615,6.269,2.55,md,49,86,0.2432,0.1,nc,nc72415270,2018-06-29T23:49:43.521Z,"6km NNW of Bridgeport, California",earthquake,0.26,2.37,0.255,59,reviewed,nc,nc
2015-03-22T03:54:54.850Z,40.4403333,-127.137,4.176,3.31,md,9,342,2.18,0.14,nc,nc72415455,2017-02-07T11:28:23.469Z,"243km W of Ferndale, California",earthquake,11.04,8.42,0.218,24,reviewed,nc,nc
2015-03-23T06:54:08.910Z,41.885,-119.6323,7.1,2.7,ml,4,129.52,0.139,0.1167,nn,nn00487822,2018-06-29T23:49:50.611Z,"68km ESE of Lakeview, Oregon",earthquake,,5,0.29,4,reviewed,nn,nn
2015-03-23T15:47:31.470Z,37.2583333,-121.6386667,6.318,2.63,md,104,68,0.02703,0.07,nc,nc72416265,2017-11-13T19:52:13.733Z,"14km N of Morgan Hill, California",earthquake,0.08,0.17,0.16,110,reviewed,nc,nc
2015-03-23T16:27:39.900Z,37.2515,-121.9896667,6.11,2.92,md,170,33,0.01982,0.19,nc,nc72416290,2017-02-07T11:41:54.220Z,"1km N of Monte Sereno, California",earthquake,0.11,0.18,0.155,178,reviewed,nc,nc
2015-03-23T20:12:55.690Z,43.9106,-127.4355,10,3.2,ml,,262,2.487,0.77,us,us10001pzc,2015-06-09T21:30:03.040Z,"259km WNW of Barview, Oregon",earthquake,9.7,2,0.074,26,reviewed,us,us
2015-03-25T14:53:04.190Z,40.506,-124.4035,22.881,2.69,md,22,226,0.05315,0.08,nc,nc72417155,2017-02-07T11:56:57.680Z,"14km WSW of Ferndale, California",earthquake,0.82,0.37,0.221,49,reviewed,nc,nc
2015-03-25T19:22:44.560Z,49.4154,-128.1719,13.08,5.1,mww,,100,2.773,0.68,us,us10001qpf,2015-06-09T21:30:07.040Z,"152km SSW of Port Hardy, Canada",earthquake,6.7,4.2,,,reviewed,us,us
2015-03-26T00:29:45.320Z,38.7958333,-122.749,-0.021,2.56,md,68,46,0.00991,0.06,nc,nc72417480,2017-02-07T12:05:40.850Z,"2km NNE of The Geysers, California",earthquake,0.09,0.18,0.272,42,reviewed,nc,nc
2015-03-26T19:00:27.090Z,38.7951667,-122.7656667,0.829,2.92,md,48,51,0.02613,0.07,nc,nc72417920,2017-02-07T12:12:05.660Z,"2km NNW of The Geysers, California",earthquake,0.1,0.28,0.253,70,reviewed,nc,nc
2015-03-27T06:28:06.244Z,41.8475,-119.639,8,2.5,ml,5,124.81,0.158,0.1209,nn,nn00488284,2018-06-29T23:50:03.474Z,"69km ESE of Lakeview, Oregon",earthquake,,4.6,0.56,5,reviewed,nn,nn
2015-03-27T13:12:10.660Z,41.8541,-119.6435,7.6,2.9,ml,5,124.28,0.151,0.1445,nn,nn00488308,2018-06-29T23:50:04.256Z,"69km ESE of Lakeview, Oregon",earthquake,,5,0.39,5,reviewed,nn,nn
2015-03-29T09:30:38.940Z,38.8246667,-122.8075,2.484,2.8,md,83,23,0.002703,0.04,nc,nc72419740,2017-02-07T12:38:31.780Z,"6km NW of The Geysers, California",earthquake,0.08,0.14,0.19,97,reviewed,nc,nc
2015-03-29T21:51:32.393Z,41.9161,-119.6528,3.4,2.7,ml,5,120.88,0.111,0.1863,nn,nn00488589,2018-06-29T23:50:13.419Z,"64km ESE of Lakeview, Oregon",earthquake,,4.7,0.35,5,reviewed,nn,nn
2015-03-30T14:10:01.232Z,41.8963,-119.6328,10.3,2.5,ml,5,121.41,0.133,0.1304,nn,nn00488637,2018-06-29T23:50:16.152Z,"67km ESE of Lakeview, Oregon",earthquake,,3.1,0.45,5,reviewed,nn,nn
2015-03-31T08:41:46.410Z,50.5408,-129.3002,10,3.9,mwr,,,,0.82,us,us200029br,2015-06-12T01:53:31.040Z,"134km W of Port Hardy, Canada",earthquake,4.1,2,,,reviewed,pgc,pgc
2015-03-31T22:13:47.310Z,47.3771667,-122.7181667,23.641,2.59,ml,30,87,0.1303,0.18,uw,uw60991011,2016-07-22T19:47:57.960Z,"4km NNE of Key Center, Washington",earthquake,0.34,0.8,0.161,106,reviewed,uw,uw
2015-04-01T14:07:47.160Z,37.9701667,-122.3515,4.85,2.67,md,119,18,0.01441,0.14,nc,nc72424451,2017-02-07T13:01:05.320Z,"1km NNW of San Pablo, California",earthquake,0.1,0.18,0.155,101,reviewed,nc,nc
2015-04-02T06:46:18.920Z,37.106,-121.8233333,3.64,2.62,md,137,26,0.00991,0.15,nc,nc72424866,2018-02-16T21:46:11.323Z,"8km NNE of Day Valley, California",earthquake,0.11,0.21,0.168,120,reviewed,nc,nc
2015-04-02T07:06:03.870Z,37.792,-121.9868333,9.89,3.61,mw,232,45,0.006306,0.14,nc,nc72424876,2018-02-16T21:45:42.379Z,"1km NNW of San Ramon, California",earthquake,0.09,0.12,,6,reviewed,nc,nc
2015-04-02T09:48:21.403Z,41.8729,-119.6432,9.6,3,ml,5,122.03,0.139,0.1921,nn,nn00489054,2018-06-29T23:50:23.524Z,"67km ESE of Lakeview, Oregon",earthquake,,5.2,0.53,5,reviewed,nn,nn
2015-04-02T17:53:01.300Z,44.0112,-129.3633,10,4,mb,,255,3.835,0.8,us,us200025mb,2015-06-16T01:00:23.040Z,Off the coast of Oregon,earthquake,12.1,2,0.366,2,reviewed,us,us
2015-04-02T17:53:25.820Z,44.117,-126.9476667,4.891,2.72,md,20,265,2.233,8.59,uw,uw60991891,2016-07-22T19:48:01.020Z,off the coast of Oregon,earthquake,70.05,31.61,0.085,4,reviewed,uw,uw
2015-04-02T19:07:30.110Z,44.0919,-130.4487,10,3.6,ml,,293,4.613,0.89,us,us10001tb6,2015-06-16T01:00:24.040Z,Off the coast of Oregon,earthquake,14.4,2,0.181,4,reviewed,us,us
2015-04-04T03:26:08.260Z,44.6186,-129.4721,10,3.9,mb,,286,4.111,0.75,us,us10001tu9,2015-06-16T01:00:26.040Z,Off the coast of Oregon,earthquake,6.9,2,0.163,10,reviewed,us,us
2015-04-05T01:19:12.620Z,48.3058333,-121.854,-0.597,2.64,ml,30,45,0.121,0.23,uw,uw60993561,2016-07-22T19:48:07.380Z,"19km NE of Arlington Heights, Washington",earthquake,0.27,0.84,0.183,109,reviewed,uw,uw
2015-04-05T10:13:41.100Z,45.872,-126.411,4.981,2.61,md,11,312,2.067,1.61,uw,uw60993656,2016-07-22T19:48:08.470Z,off the coast of Oregon,earthquake,92.27,31.61,0.012,3,reviewed,uw,uw
2015-04-07T14:54:43.870Z,43.166,-126.3541,10,4.5,mb,,161,2.558,0.93,us,us10001vcb,2016-07-22T19:48:14.150Z,"158km W of Bandon, Oregon",earthquake,5,2,0.091,39,reviewed,us,us
2015-04-08T05:06:43.720Z,39.3606667,-120.0208333,-0.681,3.41,mw,17,75,0.1153,0.05,nc,nc72428161,2018-06-29T23:50:48.065Z,"12km NNW of Incline Village, Nevada",earthquake,0.25,3.17,,5,reviewed,nc,nc
2015-04-08T06:23:48.110Z,37.8268333,-121.7743333,16.89,2.56,md,122,61,0.02793,0.17,nc,nc72428201,2017-02-07T13:48:49.300Z,"11km SSW of Brentwood, California",earthquake,0.2,0.28,0.151,82,reviewed,nc,nc
2015-04-08T08:25:20.130Z,40.4305,-125.161,23.245,3.06,ml,35,259,0.6252,0.28,nc,nc72428276,2017-02-07T13:50:20.284Z,"77km WSW of Ferndale, California",earthquake,2.39,15.41,0.132,16,reviewed,nc,nc
2015-04-08T20:59:26.576Z,41.8572,-119.6506,8.3,2.7,ml,5,122.4,0.145,0.1303,nn,nn00489722,2018-06-29T23:50:46.611Z,"68km ESE of Lakeview, Oregon",earthquake,,4.4,0.28,4,reviewed,nn,nn
2015-04-08T23:56:14.310Z,39.3668333,-120.0253333,-0.675,2.8,mh,8,187,0.1081,0.03,nc,nc72428681,2018-06-29T23:50:47.164Z,"13km NNW of Incline Village, Nevada",earthquake,0.78,6.73,,0,reviewed,nc,nc
2015-04-09T08:35:36.650Z,40.4111667,-124.6175,19.919,2.55,md,36,234,0.2694,0.13,nc,nc72428841,2017-02-07T13:58:51.450Z,"35km WSW of Ferndale, California",earthquake,0.85,0.46,0.263,36,reviewed,nc,nc
2015-04-10T07:04:24.330Z,41.7687,-126.5961,10,2.5,ml,,240,1.821,0.87,us,us200025jr,2015-06-22T23:18:55.040Z,"193km WSW of Gold Beach, Oregon",earthquake,9.4,2,0.059,38,reviewed,us,us
2015-04-10T08:28:39.552Z,41.8668,-119.6272,8.1,2.6,ml,5,107.36,0.152,0.135,nn,nn00489892,2018-06-29T23:50:51.890Z,"69km ESE of Lakeview, Oregon",earthquake,,4.6,0.35,4,reviewed,nn,nn
2015-04-10T08:54:03.280Z,38.8086667,-122.811,1.493,2.53,md,74,33,0.01261,0.07,nc,nc72429396,2017-02-07T14:08:13.940Z,"5km NW of The Geysers, California",earthquake,0.1,0.16,0.203,57,reviewed,nc,nc
2015-04-10T15:02:10.800Z,47.2503333,-120.7453333,3.179,3.19,ml,29,59,0.05396,0.3,uw,uw60985702,2016-07-22T19:48:21.690Z,"15km ENE of Cle Elum, Washington",earthquake,0.48,1.01,0.167,137,reviewed,uw,uw
2015-04-10T17:25:18.170Z,40.272,-122.0015,10.061,2.85,md,20,60,0.1144,0.08,nc,nc72429586,2017-02-07T14:11:12.410Z,"22km ENE of Red Bluff, California",earthquake,0.29,1.35,0.148,86,reviewed,nc,nc
2015-04-10T18:59:38.760Z,40.418,-126.1568,19.88,4.7,mwr,,199,1.532,0.86,us,us200025qi,2017-02-07T14:11:59.730Z,"161km W of Ferndale, California",earthquake,5.6,5.5,0.065,23,reviewed,us,us
2015-04-11T05:44:48.740Z,43.3904,-127.0443,10,4.2,mwr,,182,2.05,1.09,us,us200025te,2015-06-22T23:18:56.040Z,"216km W of Bandon, Oregon",earthquake,7.7,2,0.057,30,reviewed,us,us
2015-04-11T10:36:36.890Z,40.239,-123.6505,28.625,2.53,md,27,45,0.05766,0.1,nc,nc72429981,2017-02-07T14:17:11.010Z,"19km NE of Redway, California",earthquake,0.26,0.76,0.214,47,reviewed,nc,nc
2015-04-12T10:43:53.790Z,40.4333333,-125.9201667,10.046,2.91,md,18,302,1.253,0.27,nc,nc72430431,2017-02-07T14:24:08.926Z,"141km W of Ferndale, California",earthquake,11.52,11.9,0.125,27,reviewed,nc,nc
2015-04-12T21:28:25.740Z,40.323,-124.6521667,12.13,2.59,md,38,240,0.2811,0.1,nc,nc72430666,2017-02-07T14:27:14.033Z,"43km SW of Ferndale, California",earthquake,0.68,0.38,0.178,30,reviewed,nc,nc
2015-04-12T22:45:04.330Z,43.3684,-126.4698,10,4,mb,,227,1.64,0.78,us,us20002601,2015-06-22T23:18:58.040Z,"169km W of Bandon, Oregon",earthquake,4.1,2,0.232,5,reviewed,us,us
2015-04-14T18:32:30.500Z,38.0345,-122.2028333,9.731,2.67,md,109,31,0.04054,0.13,nc,nc72428515,2017-02-07T14:40:57.910Z,"2km SSE of Crockett, California",earthquake,0.12,0.17,0.147,88,reviewed,nc,nc
2015-04-15T07:43:15.120Z,40.2905,-124.4565,19.281,2.59,md,22,255,0.1351,0.12,nc,nc72428785,2017-02-07T14:44:26.367Z,"35km SSW of Ferndale, California",earthquake,0.68,0.31,0.122,40,reviewed,nc,nc
2015-04-15T10:14:48.850Z,46.3451667,-122.2475,11.078,2.74,ml,47,38,0.02181,0.17,uw,uw60999111,2016-07-22T19:48:31.120Z,"23km S of Morton, Washington",earthquake,0.25,0.44,0.149,124,reviewed,uw,uw
2015-04-16T20:46:33.101Z,41.8636,-119.6561,8.9,2.7,ml,5,121.85,0.138,0.0981,nn,nn00490436,2018-06-29T23:51:07.989Z,"67km ESE of Lakeview, Oregon",earthquake,,4.6,0.35,5,reviewed,nn,nn
2015-04-18T13:49:52.060Z,42.5725,-124.4371667,19.312,2.74,ml,14,217,0.309,0.36,uw,uw60988592,2016-07-22T19:48:41.300Z,"18km N of Gold Beach, Oregon",earthquake,0.98,1,0.107,20,reviewed,uw,uw
2015-04-18T13:50:09.210Z,42.566,-124.4806667,20.612,2.76,ml,5,228,0.3245,0.15,uw,uw60109408,2016-07-22T19:48:41.570Z,"18km NNW of Gold Beach, Oregon",earthquake,0.67,0.83,0.091,29,reviewed,uw,uw
2015-04-18T17:45:06.210Z,41.8532,-119.6445,8.4,2.7,ml,5,122.87,0.151,0.1149,nn,nn00490594,2018-06-29T23:51:14.208Z,"69km ESE of Lakeview, Oregon",earthquake,,4.7,0.39,4,reviewed,nn,nn
2015-04-19T00:50:19.230Z,41.8561,-119.6488,8.5,2.5,ml,5,130.1,0.147,0.1521,nn,nn00490617,2018-06-29T23:51:15.800Z,"68km ESE of Lakeview, Oregon",earthquake,,4.6,0.36,4,reviewed,nn,nn
2015-04-19T05:44:19.740Z,38.7831667,-122.743,0.783,2.6,md,79,37,0.004505,0.07,nc,nc72430795,2017-02-07T15:18:54.500Z,"1km ENE of The Geysers, California",earthquake,0.09,0.16,0.246,64,reviewed,nc,nc
2015-04-19T14:13:37.290Z,38.8455,-122.8156667,0.559,2.66,md,71,45,0.01081,0.05,nc,nc72430965,2017-02-07T15:21:44.200Z,"8km WNW of Cobb, California",earthquake,0.11,0.16,0.142,54,reviewed,nc,nc
2015-04-20T04:40:06.160Z,40.305,-124.5601667,18.407,2.95,ml,26,265,0.2117,0.19,nc,nc72431345,2017-02-07T15:27:31.475Z,"39km SW of Ferndale, California",earthquake,1.46,0.42,0.274,22,reviewed,nc,nc
2015-04-21T16:34:41.530Z,38.8205,-122.8105,2.934,2.68,md,74,22,0.002703,0.06,nc,nc72432140,2017-02-07T15:42:52.960Z,"6km NW of The Geysers, California",earthquake,0.12,0.19,0.213,48,reviewed,nc,nc
2015-04-21T21:14:25.340Z,38.7438333,-122.7026667,1.207,2.68,md,75,33,0.007207,0.08,nc,nc72432380,2017-02-07T15:48:42.020Z,"5km SE of The Geysers, California",earthquake,0.11,0.14,0.243,59,reviewed,nc,nc
2015-04-23T03:23:32.460Z,43.2297,-126.8732,10,3,ml,,266,1.895,0.81,us,us20002a5w,2015-07-03T00:23:36.040Z,"200km W of Bandon, Oregon",earthquake,3.5,2,0.074,24,reviewed,us,us
2015-04-23T04:13:54.170Z,38.8035,-122.7733333,0.675,2.79,md,80,24,0.01081,0.07,nc,nc72433530,2017-02-07T16:10:31.970Z,"3km NNW of The Geysers, California",earthquake,0.09,0.15,0.222,70,reviewed,nc,nc
2015-04-24T01:34:55.550Z,40.4556,-127.1509,10,5.4,mww,,50,2.29,1.26,us,us200028pe,2017-02-07T16:20:26.290Z,"245km W of Ferndale, California",earthquake,7,1.8,,,reviewed,us,us
2015-04-24T02:14:14.450Z,40.3373,-127.178,18,3,ml,,325,2.212,0.89,us,us200028q7,2017-02-07T16:21:01.200Z,"248km W of Ferndale, California",earthquake,12,2,0.161,6,reviewed,nc,nc
2015-04-24T06:13:43.610Z,45.9446,-129.9223,10,3.5,ml,,206,4.411,0.78,us,us20002afr,2015-07-03T00:23:38.040Z,Off the coast of Oregon,earthquake,7.5,1.9,0.128,8,reviewed,us,us
2015-04-24T06:14:16.780Z,46.7381667,-126.9301667,6.638,2.59,md,8,340,2.213,1.91,uw,uw60991632,2016-07-22T19:48:53.310Z,off the coast of Washington,earthquake,44.65,31.61,0.031,3,reviewed,uw,uw
2015-04-24T06:22:53.300Z,46.0946,-129.4417,10,3.4,ml,,221,4.045,0.76,us,us20002afd,2015-07-03T00:23:38.040Z,Off the coast of Oregon,earthquake,5.1,2,0.105,12,reviewed,us,us
2015-04-24T06:32:05.920Z,46.1391,-129.6165,10,3.7,mb,,179,4.143,1.1,us,us200028rt,2015-07-03T00:23:38.040Z,Off the coast of Oregon,earthquake,6.8,2,0.103,24,reviewed,us,us
2015-04-24T11:11:15.100Z,46.2612,-129.5507,10,3.8,mb,,203,4.06,1.19,us,us200028w7,2015-07-03T00:23:38.040Z,Off the coast of Washington,earthquake,5.9,2,0.161,10,reviewed,us,us
2015-04-24T13:56:15.180Z,51.6148,-130.7714,8,6.2,mww,,69,1.743,1.24,us,us200028ue,2016-11-10T21:47:13.605Z,"192km WSW of Bella Bella, Canada",earthquake,4.6,1.8,,,reviewed,us,us
2015-04-24T14:09:32.480Z,51.6381,-130.894,21.37,4.6,mb,,165,1.504,1.24,us,us20002afg,2015-07-03T00:23:38.040Z,"199km WSW of Bella Bella, Canada",earthquake,2.4,6.7,0.244,5,reviewed,us,us
2015-04-24T14:45:36.560Z,45.9799,-129.8563,10,4.2,mb,,226,4.355,1.22,us,us20002afj,2015-07-03T00:23:38.040Z,Off the coast of Oregon,earthquake,11.7,2,0.303,3,reviewed,us,us
2015-04-24T15:56:18.330Z,51.2737,-130.9946,10,4.1,ml,,189,2.01,1.33,us,us20002afk,2015-07-03T00:23:38.040Z,"222km WSW of Bella Bella, Canada",earthquake,6.6,2,0.128,8,reviewed,us,us
2015-04-24T16:12:49.310Z,37.0188333,-121.4745,7.394,2.58,md,89,47,0.06757,0.08,nc,nc72434600,2017-02-07T16:29:20.270Z,"8km E of Gilroy, California",earthquake,0.11,0.36,0.17,101,reviewed,nc,nc
2015-04-24T17:50:32.000Z,51.479,-130.961,18.5,4.1,mwr,,,,2.04,us,us200028x5,2015-07-03T00:23:38.040Z,"210km WSW of Bella Bella, Canada",earthquake,10.5,5.4,0.098,10,reviewed,pgc,us
2015-04-25T15:56:32.530Z,38.7846667,-122.7218333,1.37,2.59,md,74,31,0.009009,0.07,nc,nc72435045,2017-02-07T16:38:00.270Z,"3km ENE of The Geysers, California",earthquake,0.12,0.17,0.282,46,reviewed,nc,nc
2015-04-25T16:05:17.880Z,38.7861667,-122.72,1.764,3.28,ml,102,32,0.006306,0.07,nc,nc72435065,2017-02-07T16:38:31.110Z,"3km S of Cobb, California",earthquake,0.1,0.16,0.201,55,reviewed,nc,nc
2015-04-25T21:25:49.800Z,38.824,-122.8265,2.311,2.57,md,75,29,0.006306,0.06,nc,nc72435325,2017-02-07T16:42:31.530Z,"7km NW of The Geysers, California",earthquake,0.1,0.17,0.165,55,reviewed,nc,nc
2015-04-28T00:53:03.380Z,39.2703333,-122.7556667,11.836,3.23,ml,97,30,0.1252,0.14,nc,nc72436530,2017-02-07T17:04:18.500Z,"17km NE of Upper Lake, California",earthquake,0.11,0.32,0.173,39,reviewed,nc,nc
2015-04-28T08:29:31.170Z,39.499,-122.9456667,10.591,2.61,md,41,31,0.01171,0.09,nc,nc72436775,2017-02-07T17:09:23.830Z,"34km NE of Redwood Valley, California",earthquake,0.14,0.33,0.209,59,reviewed,nc,nc
2015-04-28T14:02:21.610Z,39.4993333,-122.9483333,10.421,2.79,md,44,31,0.01441,0.08,nc,nc72436905,2017-02-07T17:12:41.710Z,"34km NE of Redwood Valley, California",earthquake,0.14,0.35,0.133,50,reviewed,nc,nc
2015-04-28T15:19:08.870Z,39.5011667,-122.9486667,11.239,3.1,ml,76,33,0.01441,0.09,nc,nc72436930,2017-02-07T17:13:18.830Z,"34km NE of Redwood Valley, California",earthquake,0.1,0.22,0.214,28,reviewed,nc,nc
2015-05-03T15:29:13.520Z,40.5337,-127.2254,11.24,3.3,ml,,198,2.447,1.04,us,us20002azy,2017-02-07T17:59:49.318Z,"250km W of Ferndale, California",earthquake,10.7,4.8,,,reviewed,us,nc
2015-05-03T22:13:19.500Z,37.9665,-122.0436667,13.14,3.64,mw,267,30,0.01351,0.21,nc,nc72439615,2017-04-30T01:41:29.528Z,"2km SW of Concord, California",earthquake,0.14,0.18,,3,reviewed,nc,nc
2015-05-03T22:14:15.410Z,37.9625,-122.0428333,12.475,2.89,md,83,51,0.01441,0.11,nc,nc72439620,2017-04-30T01:52:22.075Z,"2km SSW of Concord, California",earthquake,0.18,0.27,0.24,30,reviewed,nc,nc
2015-05-04T01:11:27.550Z,38.8076667,-122.8236667,1.02,2.62,md,75,22,0.004505,0.08,nc,nc72439700,2017-02-07T18:04:30.070Z,"6km WNW of The Geysers, California",earthquake,0.09,0.16,0.276,58,reviewed,nc,nc
2015-05-04T19:17:05.490Z,40.3919,-126.9552,10,4.2,mb,,198,2.135,1.23,us,us20002b9q,2017-02-07T18:09:57.248Z,"229km W of Ferndale, California",earthquake,7.5,2,0.121,19,reviewed,us,us
2015-05-05T00:45:32.900Z,40.4263333,-124.6868333,25.621,2.63,md,22,255,0.2712,0.17,nc,nc72440165,2017-02-07T18:11:05.589Z,"39km WSW of Ferndale, California",earthquake,1.28,2.71,0.125,18,reviewed,nc,nc
2015-05-05T01:52:59.200Z,37.968,-122.0326667,13.265,2.73,md,115,45,0.004505,0.09,nc,nc72440205,2017-02-07T18:13:31.630Z,"1km S of Concord, California",earthquake,0.11,0.18,0.186,124,reviewed,nc,nc
2015-05-05T15:02:46.130Z,40.303,-124.5283333,19.062,2.95,md,29,233,0.1874,0.12,nc,nc72440510,2017-02-07T18:19:34.910Z,"37km SW of Ferndale, California",earthquake,0.93,0.3,0.212,59,reviewed,nc,nc
2015-05-06T14:01:47.420Z,37.958,-122.0505,13.91,3.03,ml,188,36,0.02162,0.22,nc,nc72444161,2017-02-07T18:34:52.320Z,"1km NE of Pleasant Hill, California",earthquake,0.14,0.23,0.223,66,reviewed,nc,nc
2015-05-06T14:32:04.070Z,37.9661667,-122.0433333,12.12,3.51,mw,197,36,0.009009,0.19,nc,nc72444186,2017-03-17T23:35:18.134Z,"1km NNE of Pleasant Hill, California",earthquake,0.12,0.18,,4,reviewed,nc,nc
2015-05-06T14:35:12.840Z,37.9646667,-122.0521667,13.647,2.63,md,119,46,0.02072,0.24,nc,nc72444191,2017-02-07T18:35:52.690Z,"2km SW of Concord, California",earthquake,0.19,0.28,0.178,83,reviewed,nc,nc
2015-05-06T18:30:46.540Z,40.6105,-122.4275,22.181,3.23,ml,28,64,0.04955,0.09,nc,nc72444316,2017-09-20T17:27:59.589Z,"4km NW of Redding, California",earthquake,0.2,0.25,0.075,24,reviewed,nc,nc
2015-05-06T19:49:32.520Z,40.1423333,-123.8231667,21.729,2.73,md,26,77,0.0955,0.11,nc,nc72444356,2017-02-07T18:43:58.180Z,"2km N of Redway, California",earthquake,0.3,0.39,0.142,39,reviewed,nc,nc
2015-05-06T20:37:19.100Z,40.1418333,-123.8241667,22.209,2.75,md,24,77,0.0955,0.11,nc,nc72444386,2017-02-07T18:44:25.120Z,"2km N of Redway, California",earthquake,0.26,0.35,0.153,43,reviewed,nc,nc
2015-05-06T22:49:58.076Z,41.8858,-119.6292,10.1,2.9,ml,5,129.64,0.14,0.1755,nn,nn00493200,2018-06-29T23:52:29.069Z,"68km ESE of Lakeview, Oregon",earthquake,,3.4,0.35,5,reviewed,nn,nn
2015-05-07T06:07:32.500Z,40.4401667,-125.7073333,10.676,2.87,md,16,310,1.092,0.23,nc,nc72444561,2017-02-07T18:46:48.912Z,"123km W of Ferndale, California",earthquake,10.57,10.91,0.101,23,reviewed,nc,nc
2015-05-07T07:23:16.734Z,41.8577,-119.6368,4.7,2.9,ml,4,223.56,0.152,0.1159,nn,nn00493297,2018-06-29T23:52:33.078Z,"69km ESE of Lakeview, Oregon",earthquake,,7.6,0.87,4,reviewed,nn,nn
2015-05-07T08:42:35.250Z,48.3358333,-122.0843333,10.113,3.58,ml,51,38,0.07221,0.36,uw,uw60998397,2019-07-13T07:11:02.115Z,"12km NNE of Bryant, Washington",earthquake,0.56,0.94,0.15,195,reviewed,uw,uw
2015-05-07T13:56:18.300Z,40.1671667,-121.0681667,4.675,2.9,md,41,66,0.05856,0.08,nc,nc72444676,2017-02-07T18:48:50.060Z,"10km WNW of Greenville, California",earthquake,0.19,0.5,0.149,74,reviewed,nc,nc
